Darling,darling,,topic_51,0,freq5,0,ig5,0,sal5,0
",",",",s
there,there,s,topic_56,0,freq3,0,ig5,0,sal4,0
is,is,s,topic_98,0,freq5,0,ig5,0,sal5,0
one,one,s,topic_21,0,freq2,0,ig5,0,sal5,0
thing,thing,s,topic_98,0,freq4,0,ig5,0,sal4,0
I,i,s,topic_18,0,freq1,0,ig5,0,sal2,0
must,must,s,topic_21,0,freq3,0,ig5,0,sal4,0
tell,tell,s,topic_71,0,freq4,0,ig5,0,sal5,0
you,you,,topic_98,0,freq1,0,ig5,0,sal4,0
",",",",s
you,you,s,topic_98,0,freq1,0,ig5,0,sal4,0
must,must,s,topic_21,0,freq3,0,ig5,0,sal4,0
know,know,s,topic_98,0,freq2,0,ig5,0,sal1,0
It's,it's,s,topic_56,0,freq2,0,ig5,0,sal1,0
so,so,s,topic_98,0,freq4,0,ig5,0,sal5,0
hard,hard,s,topic_85,0,freq3,0,ig5,0,sal4,0
to,to,s,topic_18,0,freq2,0,ig5,0,sal5,0
say,say,s,topic_98,0,freq3,0,ig5,0,sal2,0
the,the,s,topic_35,0,freq1,0,ig5,0,sal5,0
words,words,s,topic_51,0,freq5,0,ig5,0,sal5,0
I,i,s,topic_18,0,freq1,0,ig5,0,sal2,0
feel,feel,s,topic_71,0,freq2,0,ig5,0,sal2,0
This,this,s,topic_98,0,freq4,0,ig5,0,sal5,0
fancy,fancy,s,topic_21,0,freq5,0,ig5,0,sal5,0
that,that,s,topic_98,0,freq2,0,ig5,0,sal4,0
I'm,i'm,s,topic_18,0,freq2,0,ig5,0,sal1,0
on,on,s,topic_18,0,freq3,0,ig5,0,sal4,0
has,has,s,topic_85,0,freq3,0,ig5,0,sal4,0
been,been,s,topic_85,0,freq4,0,ig5,0,sal5,0
going,going,s,topic_85,0,freq5,0,ig5,0,sal5,0
on,on,s,topic_18,0,freq3,0,ig5,0,sal4,0
too,too,s,topic_98,0,freq5,0,ig5,0,sal5,0
long,long,s,topic_85,0,freq1,0,ig5,0,sal2,0
It's,it's,s,topic_56,0,freq2,0,ig5,0,sal1,0
time,time,s,topic_51,0,freq4,0,ig5,0,sal5,0
to,to,s,topic_56,0,freq1,0,ig5,0,sal2,0
stop,stop,s,topic_98,0,freq5,0,ig5,0,sal5,0
pretending,pretending,s,topic_21,0,freq5,0,ig5,0,sal5,0
things,things,s,topic_51,0,freq5,0,ig5,0,sal5,0
are,are,s,topic_21,0,freq3,0,ig5,0,sal5,0
real,real,s,topic_71,0,freq3,0,ig5,0,sal3,0
',',
Cause,cause,s,topic_18,0,freq3,0,ig5,0,sal4,0
I've,i've,s,topic_18,0,freq3,0,ig5,0,sal2,0
been,been,s,topic_98,0,freq5,0,ig5,0,sal5,0
living,living,s,topic_18,0,freq5,0,ig5,0,sal5,0
deep,deep,s,topic_51,0,freq5,0,ig5,0,sal5,0
in,in,s,topic_69,0,freq2,0,ig5,0,sal5,0
sin,sin,,topic_71,0,freq4,0,ig5,0,sal3,0
",",",",s
I've,i've,s,topic_18,0,freq3,0,ig5,0,sal2,0
been,been,s,topic_21,0,freq4,0,ig5,0,sal5,0
living,living,s,topic_35,0,freq5,0,ig5,0,sal5,0
blind,blind,s,topic_69,0,freq4,0,ig5,0,sal5,0
And,and,s,topic_98,0,freq4,0,ig5,0,sal5,0
I,i,s,topic_18,0,freq1,0,ig5,0,sal2,0
just,just,s,topic_98,0,freq4,0,ig5,0,sal5,0
don't,don't,s,topic_98,0,freq2,0,ig5,0,sal3,0
know,know,s,topic_98,0,freq2,0,ig5,0,sal1,0
what's,what's,s,topic_98,0,freq5,0,ig5,0,sal5,0
right,right,s,topic_69,0,freq3,0,ig5,0,sal5,0
or,or,s,topic_65,0,freq3,0,ig5,0,sal4,0
