While,while,s,topic_1,0,freq3,0,ig5,0,sal3,0
the,the,s,topic_47,0,freq1,0,ig5,0,sal5,0
camera,camera,s,topic_33,0,freq4,0,ig5,0,sal5,0
shots,shots,s,topic_13,0,freq4,0,ig5,0,sal3,0
in,in,s,topic_13,0,freq2,0,ig5,0,sal5,0
this,this,s,topic_47,0,freq2,0,ig5,0,sal3,0
movie,movie,s,topic_47,0,freq2,0,ig5,0,sal2,0
are,are,s,topic_20,0,freq3,0,ig5,0,sal5,0
often,often,s,topic_13,0,freq3,0,ig5,0,sal1,0
not,not,s,topic_33,0,freq4,0,ig5,0,sal5,0
clearly,clearly,s,topic_13,0,freq5,0,ig5,0,sal5,0
focused,focused,s,topic_24,0,freq4,0,ig4,0,sal4,0
and,and,s,topic_1,0,freq1,0,ig5,0,sal5,0
the,the,s,topic_33,0,freq2,0,ig5,0,sal5,0
editing,editing,s,topic_45,0,freq5,0,ig5,0,sal5,0
is,is,s,topic_45,0,freq1,0,ig5,0,sal5,0
poor,poor,s,topic_45,0,freq4,0,ig5,0,sal3,0
with,with,s,topic_31,0,freq3,0,ig5,0,sal5,0
harsh,harsh,s,topic_13,0,freq5,0,ig4,0,sal5,0
cuts,cuts,s,topic_1,0,freq5,0,ig5,0,sal5,0
that,that,s,topic_4,0,freq3,0,ig5,0,sal5,0
should,should,s,topic_47,0,freq4,0,ig5,0,sal5,0
have,have,s,topic_20,0,freq2,0,ig5,0,sal4,0
been,been,s,topic_13,0,freq3,0,ig5,0,sal3,0
faded,faded,s,topic_31,0,freq5,0,ig1,0,sal4,0
to,to,s,topic_47,0,freq2,0,ig5,0,sal5,0
black,black,s,topic_35,0,freq2,0,ig5,0,sal3,0
or,or,s,topic_20,0,freq2,0,ig5,0,sal1,0
into,into,s,topic_13,0,freq3,0,ig5,0,sal4,0
the,the,s,topic_47,0,freq1,0,ig5,0,sal5,0
next,next,s,topic_31,0,freq5,0,ig5,0,sal5,0
scene,scene,,topic_47,0,freq4,0,ig5,0,sal5,0
",",",",s
this,this,s,topic_1,0,freq2,0,ig5,0,sal5,0
movie,movie,s,topic_45,0,freq2,0,ig5,0,sal5,0
isn't,isn't,s,topic_1,0,freq3,0,ig5,0,sal2,0
half,half,s,topic_47,0,freq5,0,ig5,0,sal4,0
bad,bad,,topic_45,0,freq1,0,ig5,0,sal1,0
.,.,s
The,the,s,topic_31,0,freq1,0,ig5,0,sal5,0
soundtracks,soundtracks,s,topic_20,0,freq5,0,ig5,0,sal5,0
not,not,s,topic_20,0,freq3,0,ig5,0,sal5,0
bad,bad,s,topic_45,0,freq1,0,ig5,0,sal1,0
either,either,,topic_20,0,freq4,0,ig5,0,sal3,0
",",",",s
but,but,s,topic_20,0,freq1,0,ig5,0,sal2,0
perhaps,perhaps,s,topic_13,0,freq4,0,ig5,0,sal4,0
with,with,s,topic_1,0,freq3,0,ig5,0,sal5,0
better,better,s,topic_1,0,freq4,0,ig5,0,sal4,0
editing,editing,,topic_13,0,freq5,0,ig5,0,sal5,0
",",",",s
the,the,s,topic_13,0,freq1,0,ig5,0,sal3,0
featured,featured,s,topic_1,0,freq5,0,ig5,0,sal5,0
songs,songs,s,topic_38,0,freq2,0,ig5,0,sal4,0
